filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Organization,Technology transfer,4,NA,NA,NA,A - adequate and reliable data/information,high,no,I don't think that the however statement is necassary here. All processes have path dependency,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Organization,Modular infrastructure,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Learning,Knowledge diversity,3,"Review add: some limitations caused by hierarchy in the system, and also limitations of ICES advice process, in limiting flow of knowldge to established actors",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,"little additional local knowldege used, but fishers have access to knowledge processes and also incremental development of ""sense checking"" of scienc outputs",NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Learning,Knowledge access,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"this fishery is now employing fisheries scientists and running its own data collections to supplement government activities
ICES has transparent framework:
https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2020/2020/Guide_to_ICES_Advice.pdf",NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Learning,Learning capacity,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Socio-economic,Agency,Agency,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.",NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Flexibility,Responsive,3,Review add: not so successful,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Participatory,3,"Review add: informal participatory process are very strong, although formal mechanisms could be considered weaker.",:,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,"This is a potential thorny issue, different actors will have different view on the participatory nature of the governance process.
https://ec.europa.eu/fisheries/cfp_en",NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Equitable and inclusive,2,Review changed from 3 to 2- very much a system for only established actors,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,https://www.pelagic-ac.org/,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Accountable,3,NA,NA,NA,B - limited data/information and expert judgement,low,yes,NA,"some stages of the process occur behind closed doors. NGOs are campaigning against this fishery at the moment.
https://www.pelagic-ac.org/",NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Transparent,2,"review changed 3 to 2, as the decsison making process has historically been untransparent. Change knowldge base from A to B",NA,NA,B - limited data/information and expert judgement,low,yes,NA,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Effective and efficient,2,NA,NA,NA,B - limited data/information and expert judgement,low,yes,NA,"Inability of the governance system to cope with changes in distrubtuions of pelagic fish, in the RFMO and costal states context",NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Polycentric,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Organization,Cross-scale integration,3,Review added: governance system not looking forward to further change,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Learning,Adaptive,2,review added: BREXIT showed that the system does struggle with shocks. thus change from 3 to 2.,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,NE Atlantic pelagic
Dickey-Collas_EUR_case study template.xlsx,Dickey-Collas,Governance,Agency,Leadership and initiative,2,"review added: between companies here is leadership, but in the governance system as a whole there is no leadership to respond to change. so review changed this from 3 to 2. The coastal states have no leadership",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,opportunties for strong leadership are available,NE Atlantic pelagic
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Assets,Population abundance,2,Overfished at some islands,NA,NA,A - adequate and reliable data/information,medium,yes,NA,NA,Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Assets,Age structure,2,Overfished at some islands,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,"Overfished in Kiribati, bigger the better. Not selecting a 1-highly disturbed because there are larger adults deeper (gear restrictions in Kiribati/fisher abilities).",Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Assets,Genetic diversity,3,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,low,yes,NA,"https://d-nb.info/1072046059/34
Overall, the results showed concordant barriers for gene flow in the three species and also supported that mtDNA is applicable for population genetic analysis and recovery of connectivity in giant clams. It is suggested that sea-level changes during glacial periods of the Pliocene and Pleistocene, as well as oceanography are important factors that shape the genetic population structure of giant clams. The observed deep evolutionary lineages in the peripheral areas of the IMA might include cryptic species, which supports the centre-of-accumulation hypothesis that aims to explain the high diversity in the IMA. As a consequence, the information will facilitate the conservation of these endangered giant clam species.

https://pubmed.ncbi.nlm.nih.gov/18637905/ 
Phylogeography and limited genetic connectivity in the endangered boring giant clam across the Coral Triangle: The strong regional genetic structure we found indicates potent limits to genetic and demographic connectivity for this species throughout the Coral Triangle and provides a regional context for conservation planning.",Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Assets,Species diversity,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Flexibility,Adult mobility,1,NA,NA,NA,A - adequate and reliable data/information,low,no,NA,"Giant clams are the largest shelled bivalves on the planet and may be particularly vulnerable to climate change as they have a large shell to calcify (up to 230 kilograms), are very long lived (up to 70 years) and take a long time to reach maturity (up to 12 years).

The largest giant clam, Tridacna gigas, is the biggest bivalve (two-shelled) animal in the world and can grow up to 1.3 metres long and weigh up to 500 kilograms. Project description.

It is often assumed that after settlement on a suitable substrate, giant clam pediveligers metamorphose into juveniles and lose the ability to move (Calumpong et al. 2003). This notion that juveniles are immobile and permanently attached to the substrate is not valid as they can continue to exhibit two types of movement: rotation and translation (Huang et al. 2007).

Locomotion (displacement of ~20 cm in 3 days) in a 313-mm shell length T. squamosa was observed by Huang et al. (2007), and adults are generally able to right themselves (Fankboner 1971). Studies on tactic responses in mature giant clams are absent.",Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Flexibility,Larval dispersal,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Even though the exact cues for spawning in the wild have yet to be elucidated, giant clams appear to display diel and lunar periodicities in reproduction, and for some species, peak breeding seasons have been established. Perhaps surprisingly, giant clams have considerable mobility, ranging from swimming and gliding as larvae to crawling in juveniles and adults (Soo and Todd 2014).

Giant clams are protandrous hermaphrodites (Wada 1952), but otherwise follow the typical bivalve mollusc life cycle (Lucas 1994). Sperm is released, followed by eggs, into the water column where fertilisation takes place. Within a day, the embryo develops into a free-swimming trochophore larvae. Straight-hinge veligers (~160 μm) form by day two and develop a ciliated velum for locomotion and feeding. Transition to the pediveliger stage (~200 μm) over the next few days is marked by the formation of a foot and two-valved shells. During this stage, the pediveliger larvae crawl on the substrate in search of suitable sites for settlement and metamorphose into early juveniles (or spats) within 2 weeks of spawning (Ellis 1998; Blidberg 2004). Giant clams thus spend a short yet critical period of approximately 9 days as pelagic larvae compared to a much longer adult stage.",Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Flexibility,Environmental niche breadth,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,"Sessile invertebrate. Some species are now extinct in parts of their former range. Surprisingly, giant clams have considerable mobility, ranging from swimming and gliding as larvae to crawling in juveniles and adults (Soo and Todd 2014). However, not super strong capacity.

Weak capacity because giant clams tend to live in nutrient-poor reef waters of the Indo-Pacific region and rely on symbiotic zooxanthellae for nutrients. 

For example: Rising temperatures are detrimental to marine organisms, particularly in the tropics where warming can cause bleaching of symbiotic algae in giant clams. Determining any potential for light to ameliorate the negative effects of global change on giant clams through their relationship with symbiotic algae will help managers build resilience of giant clam species in a changing ocean and help mitigate the effects of environmental change on these coral reef icons.","Sessile invertebrate. Some species are now extinct in parts of their former range. Surprisingly, giant clams have considerable mobility, ranging from swimming and gliding as larvae to crawling in juveniles and adults (Soo and Todd 2014). However, not super strong capacity.

Weak capacity because giant clams tend to live in nutrient-poor reef waters of the Indo-Pacific region and rely on symbiotic zooxanthellae for nutrients. 

For example: Rising temperatures are detrimental to marine organisms, particularly in the tropics where warming can cause bleaching of symbiotic algae in giant clams. Determining any potential for light to ameliorate the negative effects of global change on giant clams through their relationship with symbiotic algae will help managers build resilience of giant clam species in a changing ocean and help mitigate the effects of environmental change on these coral reef icons.",Kiribati giant clam
Eurich_KiribatiClam_Case_Study.xlsx,Eurich,Ecological,Flexibility,Dietary flexibility,1,NA,NA,NA,A - adequate and reliable data/information,low,no,NA,NA,Kiribati giant clam
