"filename","case_study","authors","topic","subsection","question_id","question","A","B","C","D","E","F","G","H","I","J","K","L","other","description","dont_know","not_relevant","info_quality","notes","extra","extra.1"
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Management context","2.4.9.","2.4.9.3.","If stock assessments are not in place, are data synthesized in any manner to track stock size trends or status? If so, who conducts the synthesis? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.1.","2.5.1.1.","Has the system experienced any major shocks in the last 20 years (detrimental or beneficial)?
A. No shocks
B. Environmental shocks (e.g. coral bleaching event, marine heatwave, king tide flooding or sea level rise, predator or invasive species outbreaks, disease events, typhoon/hurricane/cyclones, earthquake/tsunami, volcano, pollution, oil spills, nuclear disaster)
C. Governance/management shocks (e.g. change in political/ruling party, change in fishery management structure, change in management approach)
D. Socioeconomic shocks (e.g. military conflicts, public health crises, recessions, major supply chain disruptions)
E. Other (please specify):",NA,"b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.2.","2.5.2.1.","Please identify the most important shocks (of any type) experienced in the system that have shaped its current structure, status, and capacities. Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The pollock decline in the late 2000's was a big shock but was weathered successfully by the system overall. The movement to catch shares for the mid-water trawl (AFA pollock in 1999/2000) sector and bottom trawl catcher processor (A80 in 2008) sectors have had a major change to the structure of the fisheries. The CDQ program (implemented in 2000) was also a major shock toward providing allocation of more BSAI resources to local communities which lacked historic participation in these fisheries. COVID was also a big shock recently. Climate change isn't really a shock, but the movement of stocks into the NBS or perhaps over the Russian border are potential future outcomes of a changing climate in this system and depending on how those issues are handled, could lead to future shocks.",NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.3.","2.5.3.1.","What were the major impacts on natural (e.g., biological, oceanographic, coastal landscapes, habitat), human (e.g., economic, social, governmental), and coupled systems caused by the shock or shocks mentioned above? If multiple shocks occurred, please describe and be specific about which shocks caused which effects to the fishery or stock(s).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not any data to try to establish causality across any of these shocks and subsequent effects.","Don't Know",NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.4.","2.5.4.1.","What actions were taken to alleviate such impacts, and who took (or contributed to) these actions? If multiple shocks occurred, please describe and be specific about which actions are associated with which shock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't Know","Not Relevant",NA,"I'm not sure how to answer this based on how it's framed. How is a social shock (like the implementation of a catch share program) not the action that was taken to alleviate some other impact? And, A80 has been a fairly resounding success for everyone involved, so the action was a good one and produced good outcomes.",NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.5.","2.5.5.1.","Subsequently what happened to the natural, human, or coupled system?
A. Full recovery to the pre-shock state
B. Recovering towards the pre-shock state
C. Transformed to a different state but still providing valuable services
D. Transformed to different state but losing a majority of services
E. System still responding, outcome not yet known",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't Know",NA,NA,"I'm not sure how to respond to this either, but if I had to choose, I'd probably go with B. Anne, are you thinking of a particular shock?",NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.6.","2.5.6.1.","What kind of changes do we observe in the natural, human, or coupled systems if we compare pre-shock state to post-shock state? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I don't think that is a valid comparison",NA,"Not Relevant",NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Shocks and system response","2.5.7.","2.5.7.1.","Did experiences during this shock lead to changes that will enhance resilience to future shocks? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, it also helped managers and fishers realize that some additional flexibility for adjusting flatfish TACs within the season (as most/all are well below the ABC due to the 2 million metric ton limit on BSAI groundfish harvests).",NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.1.","2.6.1.1.","What types of climate change projections are available for the system?
A. Global climate models only
B. Downscaled regional projects
C. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.2.","2.6.2.1.","What time frame is most relevant to this case study, for which projections are available within your consideration?
A. Projections to 2050
B. Projections to 2100
C. Interdecadal variability
D. Interannual variability
E. Other (please specify):","a","b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.3.","2.6.3.1.","What are the key limitations of available climate projections in the context of this case study? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.4.","2.6.4.1.","Which of the following climate disturbances are projected to alter the future of the fishery and surrounding ecosystem?
A. Ocean warming
B. Ocean acidification
C. Frequency and/or severity of coral bleaching
D. Frequency and/or severity of marine heatwaves
E. Frequency and/or severity of extreme El Nino-Southern Oscillation events
F. Frequency and/or severity of large storm events
G. Ocean cooling
H. Loss of sea ice
I. Sea level rise
J. Increase or decrease in upwelling
K. Changes in ocean current patterns
L. Other (please specify):","a","b",NA,"d",NA,"f",NA,"h","i",NA,"k",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.5.","2.6.5.1.","How is climate change expected to affect physical conditions (e.g. water chemistry, habitat availability or quality, primary productivity) in the system? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.6.","2.6.6.1.","How is climate change expected to affect the species that are the focus of this fishery case (e.g. abundance, distribution, phenology)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.7.","2.6.7.1.","How is climate change expected to affect fishing opportunities and the fishery (e.g. yield, variability, effort)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Still uncertain.",NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.8.","2.6.8.1.","How is climate change expected to affect social and economic conditions of individuals and communities (e.g. overall profit, profit distribution, trade mechanisms, societal effects (e.g. markets, migration, labor, consumption), harvest safety, infrastructure, or other livelihood opportunities)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Still uncertain.",NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.9.","2.6.9.1.","Will climate change and fishing interact in ways that could create negative or positive feedback loops for the natural, human, or coupled system? If so, how would these dimensions interact and in what direction? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Still uncertain.",NA,NA,NA,NA,NA,NA
"Case Study Bering Sea.xlsx","Bering Sea groundfish","Hollowed/Kasperski","Climate projections","2.6.10.","2.6.10.1.","Are there any perverse incentives created by climate change? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"While not directly related to this fishery, but it does provide a similar example in our region with a different species (bristol bay red king crab) and estimates OA impacts on fisheries yields and profits. Similar impacts could happen to other species as a result of OA or other climate changes, but these perverse incentives may not be realized in practice due to the existing management structure in place. See: Punt, André & Poljak, Dusanka & Dalton, Michael & Foy, Robert. (2014). Evaluating the impact of ocean acidification on fishery yields and profits: The example of red king crab in Bristol Bay. Ecological Modelling. 285. 39–53. 10.1016/j.ecolmodel.2014.04.017.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.1.","2.1.1.1.","What is the physical context within which the fishery takes place? Check all that apply: 
A. Intertidal (e.g. beach, mangrove)
B. Estuary
C. Coastal/nearshore (e.g. lagoon, fjord, coral reef, archipelago)
D. Shelf
E. Deep sea (e.g. canyon)
F. Other (please specify):","a","b","c",NA,NA,"f",NA,NA,NA,NA,NA,NA,"Freshwater, rivers, rice paddies",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.2.","2.1.2.1.","Which of the following contribute to primary productivity? 
A. Upwelling
B. Fluvial inputs/plumes
C. Sea ice
D. Vegetated habitats (e.g. salt marsh, mangroves, seagrasses, kelp forests)
E. Coral reefs
F. Other (please specify):",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,"Not sure!",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.3. Species","2.1.3.1.","What is/are the focal species of the fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nearly 100+ species. I can provide a list.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.3. Species","2.1.3.2.","What are the recent population trends (at a time scale relevant to focal species lifespan)?  (For a multispecies fishery, please generally describe types of population trends for groups of species in the ""describe"" column.)
A. Increasing
B. Stable
C. Declining
D. Threatened or vulnerable
E. Insufficient data",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,"There is not much long-term data in the region. Some coral-reef fish are seen to have declined in recent times. Gleaning has seen to have remained relatively steaady. And there has been increased production of rice paddy fisheries.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.4. Habitat","2.1.4.1.","What is the key habitat that supports species in this fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral reef",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.4. Habitat","2.1.4.2","What is the general status of the key habitat used by species in this fishery? (select one)
A. Favorable
B. Inadequate to unfavorable
C. Unfavorable
D. Collapsed
E. Data deficient",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly variable depending on particular location, governance type, human population size, and type of fishery....",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.4. Habitat","2.1.4.3.","Trend in key habitats: 
A. Improving
B. Stable
C. Deteriorating
D. Data deficient",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Biogeographic context","2.1.5. Stressors","2.1.5.1.","Is overfishing currently occuring on the stock/stocks in this fishery? (For a multispecies fishery, please describe which stocks (or groups of stocks) are overfished in the ""describe"" column.
A. Yes - substantially
B. Yes - moderately
C. Yes - minimally
D. No
E. Data deficient",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral reef fisheries appear to be a bit overharvested in many areas, wherea gleaning and freshwater sources seem to be more prolific.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.1.","Are cultural, traditional, and historic practices observable?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a complex system of taboos around which types of fish/fishing techniques can be used/consumed.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.2.","How dependent are harvesters on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.3.","How dependent are the communities on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
